   W         E5-(eta_p)
 (MeV)      Re         Im
 1486.0    0.000000  -0.000000
 1487.0    0.000000  -0.000000
 1488.0    0.000000  -0.000000
 1489.0    0.000000  -0.000000
 1490.0   -0.000000   0.000000
 1491.0   -0.000000   0.000000
 1492.0   -0.000000   0.000000
 1493.0   -0.000000   0.000000
 1494.0   -0.000000   0.000000
 1495.0   -0.000000   0.000000
 1496.0    0.000000  -0.000000
 1497.0    0.000000  -0.000000
 1498.0    0.000000  -0.000000
 1499.0    0.000001  -0.000000
 1500.0    0.000001  -0.000001
 1501.0    0.000000  -0.000000
 1502.0   -0.000000   0.000000
 1503.0   -0.000000   0.000001
 1504.0   -0.000001   0.000001
 1505.0   -0.000001   0.000001
 1506.0   -0.000001   0.000001
 1507.0   -0.000001   0.000002
 1508.0   -0.000001   0.000002
 1509.0   -0.000001   0.000002
 1510.0   -0.000002   0.000002
 1511.0   -0.000002   0.000002
 1512.0   -0.000002   0.000002
 1513.0   -0.000002   0.000002
 1514.0   -0.000002   0.000002
 1515.0   -0.000002   0.000002
 1516.0   -0.000002   0.000003
 1517.0   -0.000002   0.000003
 1518.0   -0.000002   0.000003
 1519.0   -0.000003   0.000003
 1520.0   -0.000003   0.000003
 1521.0   -0.000003   0.000004
 1522.0   -0.000003   0.000004
 1523.0   -0.000004   0.000004
 1524.0   -0.000004   0.000005
 1525.0   -0.000004   0.000005
 1526.0   -0.000004   0.000005
 1527.0   -0.000004   0.000005
 1528.0   -0.000004   0.000006
 1529.0   -0.000005   0.000006
 1530.0   -0.000005   0.000006
 1531.0   -0.000005   0.000006
 1532.0   -0.000006   0.000007
 1533.0   -0.000006   0.000007
 1534.0   -0.000006   0.000008
 1535.0   -0.000007   0.000008
 1536.0   -0.000007   0.000009
 1537.0   -0.000008   0.000009
 1538.0   -0.000008   0.000010
 1539.0   -0.000008   0.000010
 1540.0   -0.000009   0.000011
 1541.0   -0.000009   0.000011
 1542.0   -0.000010   0.000012
 1543.0   -0.000010   0.000012
 1544.0   -0.000011   0.000013
 1545.0   -0.000011   0.000013
 1546.0   -0.000012   0.000014
 1547.0   -0.000012   0.000014
 1548.0   -0.000012   0.000015
 1549.0   -0.000013   0.000015
 1550.0   -0.000013   0.000016
 1551.0   -0.000014   0.000017
 1552.0   -0.000015   0.000017
 1553.0   -0.000015   0.000018
 1554.0   -0.000016   0.000019
 1555.0   -0.000016   0.000020
 1556.0   -0.000017   0.000020
 1557.0   -0.000018   0.000021
 1558.0   -0.000019   0.000022
 1559.0   -0.000019   0.000023
 1560.0   -0.000020   0.000023
 1561.0   -0.000021   0.000024
 1562.0   -0.000021   0.000025
 1563.0   -0.000022   0.000026
 1564.0   -0.000023   0.000027
 1565.0   -0.000024   0.000028
 1566.0   -0.000024   0.000029
 1567.0   -0.000025   0.000030
 1568.0   -0.000026   0.000031
 1569.0   -0.000027   0.000031
 1570.0   -0.000028   0.000032
 1571.0   -0.000029   0.000033
 1572.0   -0.000030   0.000034
 1573.0   -0.000031   0.000035
 1574.0   -0.000032   0.000036
 1575.0   -0.000033   0.000038
 1576.0   -0.000034   0.000039
 1577.0   -0.000035   0.000040
 1578.0   -0.000036   0.000041
 1579.0   -0.000037   0.000042
 1580.0   -0.000038   0.000043
 1581.0   -0.000039   0.000044
 1582.0   -0.000040   0.000045
 1583.0   -0.000041   0.000047
 1584.0   -0.000042   0.000048
 1585.0   -0.000043   0.000049
 1586.0   -0.000045   0.000050
 1587.0   -0.000046   0.000052
 1588.0   -0.000047   0.000053
 1589.0   -0.000048   0.000054
 1590.0   -0.000049   0.000056
 1591.0   -0.000051   0.000057
 1592.0   -0.000052   0.000058
 1593.0   -0.000054   0.000060
 1594.0   -0.000055   0.000061
 1595.0   -0.000056   0.000063
 1596.0   -0.000058   0.000064
 1597.0   -0.000059   0.000066
 1598.0   -0.000061   0.000067
