   W         E8-(pi+_n)
 (MeV)      Re         Im
 1074.0   -0.000000   0.000000
 1075.0   -0.000000   0.000000
 1076.0   -0.000000   0.000000
 1077.0   -0.000000   0.000000
 1078.0   -0.000000   0.000000
 1079.0   -0.000000   0.000000
 1080.0    0.000000   0.000000
 1081.0    0.000000  -0.000000
 1082.0    0.000000  -0.000000
 1083.0    0.000000  -0.000000
 1084.0    0.000000  -0.000000
 1085.0    0.000000  -0.000000
 1086.0    0.000001  -0.000000
 1087.0    0.000001  -0.000000
 1088.0    0.000001  -0.000000
 1089.0    0.000002  -0.000000
 1090.0    0.000002  -0.000000
 1091.0    0.000003  -0.000000
 1092.0    0.000004  -0.000000
 1093.0    0.000005  -0.000000
 1094.0    0.000007  -0.000000
 1095.0    0.000008  -0.000000
 1096.0    0.000010  -0.000001
 1097.0    0.000013  -0.000001
 1098.0    0.000016  -0.000001
 1099.0    0.000018  -0.000001
 1100.0    0.000021  -0.000001
 1101.0    0.000026  -0.000002
 1102.0    0.000030  -0.000002
 1103.0    0.000035  -0.000002
 1104.0    0.000040  -0.000003
 1105.0    0.000044  -0.000003
 1106.0    0.000052  -0.000003
 1107.0    0.000059  -0.000004
 1108.0    0.000067  -0.000004
 1109.0    0.000074  -0.000005
 1110.0    0.000081  -0.000005
 1111.0    0.000092  -0.000006
 1112.0    0.000103  -0.000007
 1113.0    0.000113  -0.000007
 1114.0    0.000124  -0.000008
 1115.0    0.000134  -0.000009
 1116.0    0.000148  -0.000009
 1117.0    0.000163  -0.000010
 1118.0    0.000177  -0.000011
 1119.0    0.000191  -0.000012
 1120.0    0.000205  -0.000013
 1121.0    0.000223  -0.000014
 1122.0    0.000242  -0.000015
 1123.0    0.000260  -0.000017
 1124.0    0.000278  -0.000018
 1125.0    0.000296  -0.000019
 1126.0    0.000318  -0.000020
 1127.0    0.000341  -0.000022
 1128.0    0.000363  -0.000023
 1129.0    0.000385  -0.000025
 1130.0    0.000408  -0.000026
 1131.0    0.000434  -0.000028
