   W         E9-(pi+_n)
 (MeV)      Re         Im
 1074.0   -0.000000   0.000000
 1075.0   -0.000000   0.000000
 1076.0   -0.000000   0.000000
 1077.0   -0.000000   0.000000
 1078.0   -0.000000   0.000000
 1079.0   -0.000000   0.000000
 1080.0   -0.000000   0.000000
 1081.0    0.000000  -0.000000
 1082.0    0.000000  -0.000000
 1083.0    0.000000  -0.000000
 1084.0    0.000000  -0.000000
 1085.0    0.000000  -0.000000
 1086.0    0.000000  -0.000000
 1087.0    0.000000  -0.000000
 1088.0    0.000000  -0.000000
 1089.0    0.000000  -0.000000
 1090.0    0.000000  -0.000000
 1091.0    0.000000  -0.000000
 1092.0    0.000001  -0.000000
 1093.0    0.000001  -0.000000
 1094.0    0.000001  -0.000000
 1095.0    0.000001  -0.000000
 1096.0    0.000002  -0.000000
 1097.0    0.000003  -0.000000
 1098.0    0.000003  -0.000000
 1099.0    0.000004  -0.000000
 1100.0    0.000004  -0.000000
 1101.0    0.000005  -0.000000
 1102.0    0.000006  -0.000000
 1103.0    0.000008  -0.000000
 1104.0    0.000009  -0.000001
 1105.0    0.000010  -0.000001
 1106.0    0.000012  -0.000001
 1107.0    0.000014  -0.000001
 1108.0    0.000016  -0.000001
 1109.0    0.000018  -0.000001
 1110.0    0.000020  -0.000001
 1111.0    0.000023  -0.000001
 1112.0    0.000026  -0.000002
 1113.0    0.000029  -0.000002
 1114.0    0.000032  -0.000002
 1115.0    0.000035  -0.000002
 1116.0    0.000039  -0.000002
 1117.0    0.000043  -0.000003
 1118.0    0.000047  -0.000003
 1119.0    0.000052  -0.000003
 1120.0    0.000056  -0.000004
 1121.0    0.000062  -0.000004
 1122.0    0.000067  -0.000004
 1123.0    0.000073  -0.000005
 1124.0    0.000079  -0.000005
 1125.0    0.000085  -0.000005
 1126.0    0.000092  -0.000006
 1127.0    0.000100  -0.000006
 1128.0    0.000107  -0.000007
 1129.0    0.000114  -0.000007
 1130.0    0.000122  -0.000008
 1131.0    0.000131  -0.000008
