   W         M7+(pi+_n)
 (MeV)      Re         Im
 1074.0    0.000000  -0.000000
 1075.0    0.000000  -0.000000
 1076.0    0.000000  -0.000000
 1077.0    0.000000  -0.000000
 1078.0    0.000000  -0.000000
 1079.0    0.000000  -0.000000
 1080.0   -0.000000  -0.000000
 1081.0   -0.000000   0.000000
 1082.0   -0.000000   0.000000
 1083.0   -0.000000   0.000000
 1084.0   -0.000000   0.000000
 1085.0   -0.000000   0.000000
 1086.0   -0.000000   0.000000
 1087.0   -0.000001   0.000000
 1088.0   -0.000001   0.000000
 1089.0   -0.000001   0.000000
 1090.0   -0.000001   0.000000
 1091.0   -0.000002   0.000000
 1092.0   -0.000002   0.000000
 1093.0   -0.000003   0.000000
 1094.0   -0.000004   0.000000
 1095.0   -0.000004   0.000000
 1096.0   -0.000005   0.000000
 1097.0   -0.000006   0.000000
 1098.0   -0.000008   0.000000
 1099.0   -0.000009   0.000001
 1100.0   -0.000010   0.000001
 1101.0   -0.000012   0.000001
 1102.0   -0.000014   0.000001
 1103.0   -0.000016   0.000001
 1104.0   -0.000018   0.000001
 1105.0   -0.000020   0.000001
 1106.0   -0.000023   0.000001
 1107.0   -0.000026   0.000002
 1108.0   -0.000028   0.000002
 1109.0   -0.000031   0.000002
 1110.0   -0.000034   0.000002
 1111.0   -0.000038   0.000002
 1112.0   -0.000042   0.000003
 1113.0   -0.000046   0.000003
 1114.0   -0.000050   0.000003
 1115.0   -0.000054   0.000003
 1116.0   -0.000059   0.000004
 1117.0   -0.000064   0.000004
 1118.0   -0.000070   0.000004
 1119.0   -0.000075   0.000005
 1120.0   -0.000080   0.000005
 1121.0   -0.000086   0.000006
 1122.0   -0.000093   0.000006
 1123.0   -0.000099   0.000006
 1124.0   -0.000106   0.000007
 1125.0   -0.000112   0.000007
 1126.0   -0.000120   0.000008
 1127.0   -0.000128   0.000008
 1128.0   -0.000136   0.000009
 1129.0   -0.000143   0.000009
 1130.0   -0.000151   0.000010
 1131.0   -0.000160   0.000010
