   W         E4-(pi0_p)
 (MeV)      Re         Im
 1074.0   -0.000001  -0.000000
 1075.0   -0.000000  -0.000000
 1076.0   -0.000000  -0.000000
 1077.0   -0.000000  -0.000000
 1078.0    0.000000   0.000000
 1079.0    0.000000   0.000000
 1080.0    0.000000   0.000000
 1081.0    0.000001   0.000000
 1082.0    0.000001   0.000000
 1083.0    0.000001   0.000000
 1084.0    0.000001   0.000000
 1085.0    0.000001   0.000001
 1086.0    0.000002   0.000001
 1087.0    0.000002   0.000001
 1088.0    0.000002   0.000001
 1089.0    0.000002   0.000001
 1090.0    0.000003   0.000001
 1091.0    0.000003   0.000001
 1092.0    0.000003   0.000001
 1093.0    0.000004   0.000002
 1094.0    0.000004   0.000002
 1095.0    0.000005   0.000002
 1096.0    0.000005   0.000002
 1097.0    0.000006   0.000002
 1098.0    0.000006   0.000002
 1099.0    0.000007   0.000003
 1100.0    0.000007   0.000003
 1101.0    0.000008   0.000003
 1102.0    0.000008   0.000003
 1103.0    0.000009   0.000003
 1104.0    0.000010   0.000004
 1105.0    0.000010   0.000004
 1106.0    0.000011   0.000004
 1107.0    0.000012   0.000004
 1108.0    0.000013   0.000004
 1109.0    0.000014   0.000005
 1110.0    0.000014   0.000005
 1111.0    0.000015   0.000005
 1112.0    0.000016   0.000005
 1113.0    0.000017   0.000006
 1114.0    0.000018   0.000006
 1115.0    0.000019   0.000006
 1116.0    0.000020   0.000006
 1117.0    0.000021   0.000007
 1118.0    0.000023   0.000007
 1119.0    0.000024   0.000007
 1120.0    0.000025   0.000007
 1121.0    0.000026   0.000008
 1122.0    0.000028   0.000008
 1123.0    0.000029   0.000008
 1124.0    0.000030   0.000008
 1125.0    0.000032   0.000009
 1126.0    0.000033   0.000009
 1127.0    0.000035   0.000009
 1128.0    0.000036   0.000009
 1129.0    0.000038   0.000010
 1130.0    0.000039   0.000010
 1131.0    0.000041   0.000010
 1132.0    0.000043   0.000010
 1133.0    0.000045   0.000010
 1134.0    0.000047   0.000011
 1135.0    0.000048   0.000011
 1136.0    0.000050   0.000011
 1137.0    0.000052   0.000011
 1138.0    0.000054   0.000011
 1139.0    0.000056   0.000012
 1140.0    0.000058   0.000012
 1141.0    0.000061   0.000012
 1142.0    0.000063   0.000012
 1143.0    0.000065   0.000012
 1144.0    0.000068   0.000012
 1145.0    0.000070   0.000012
 1146.0    0.000073   0.000012
 1147.0    0.000075   0.000012
 1148.0    0.000078   0.000012
 1149.0    0.000080   0.000012
 1150.0    0.000083   0.000012
 1151.0    0.000086   0.000012
 1152.0    0.000089   0.000012
 1153.0    0.000092   0.000012
 1154.0    0.000095   0.000012
 1155.0    0.000097   0.000012
 1156.0    0.000101   0.000011
 1157.0    0.000104   0.000011
 1158.0    0.000107   0.000011
 1159.0    0.000110   0.000011
 1160.0    0.000114   0.000011
 1161.0    0.000117   0.000010
 1162.0    0.000121   0.000010
 1163.0    0.000124   0.000009
 1164.0    0.000128   0.000009
 1165.0    0.000132   0.000009
 1166.0    0.000136   0.000008
 1167.0    0.000140   0.000008
 1168.0    0.000144   0.000007
 1169.0    0.000148   0.000006
 1170.0    0.000152   0.000006
 1171.0    0.000156   0.000005
 1172.0    0.000160   0.000004
