   W         M4+(pi0_p)
 (MeV)      Re         Im
 1074.0    0.000001  -0.000000
 1075.0    0.000001  -0.000000
 1076.0    0.000000  -0.000000
 1077.0    0.000000  -0.000000
 1078.0   -0.000000  -0.000000
 1079.0   -0.000000   0.000000
 1080.0   -0.000001   0.000000
 1081.0   -0.000001   0.000000
 1082.0   -0.000001   0.000000
 1083.0   -0.000002   0.000000
 1084.0   -0.000002   0.000000
 1085.0   -0.000002   0.000000
 1086.0   -0.000003   0.000000
 1087.0   -0.000003   0.000000
 1088.0   -0.000004   0.000000
 1089.0   -0.000004   0.000000
 1090.0   -0.000005   0.000000
 1091.0   -0.000005   0.000000
 1092.0   -0.000006   0.000000
 1093.0   -0.000007   0.000000
 1094.0   -0.000007   0.000001
 1095.0   -0.000008   0.000001
 1096.0   -0.000009   0.000001
 1097.0   -0.000010   0.000001
 1098.0   -0.000010   0.000001
 1099.0   -0.000011   0.000001
 1100.0   -0.000012   0.000001
 1101.0   -0.000013   0.000001
 1102.0   -0.000014   0.000001
 1103.0   -0.000015   0.000001
 1104.0   -0.000016   0.000001
 1105.0   -0.000017   0.000002
 1106.0   -0.000019   0.000002
 1107.0   -0.000020   0.000002
 1108.0   -0.000021   0.000002
 1109.0   -0.000023   0.000002
 1110.0   -0.000024   0.000002
 1111.0   -0.000025   0.000003
 1112.0   -0.000027   0.000003
 1113.0   -0.000028   0.000003
 1114.0   -0.000030   0.000003
 1115.0   -0.000031   0.000004
 1116.0   -0.000033   0.000004
 1117.0   -0.000035   0.000004
 1118.0   -0.000036   0.000004
 1119.0   -0.000038   0.000005
 1120.0   -0.000040   0.000005
 1121.0   -0.000042   0.000005
 1122.0   -0.000044   0.000006
 1123.0   -0.000046   0.000006
 1124.0   -0.000048   0.000007
 1125.0   -0.000050   0.000007
 1126.0   -0.000052   0.000007
 1127.0   -0.000054   0.000008
 1128.0   -0.000057   0.000008
 1129.0   -0.000059   0.000009
 1130.0   -0.000061   0.000009
 1131.0   -0.000064   0.000010
 1132.0   -0.000066   0.000011
 1133.0   -0.000069   0.000011
 1134.0   -0.000071   0.000012
 1135.0   -0.000074   0.000012
 1136.0   -0.000076   0.000013
 1137.0   -0.000079   0.000014
 1138.0   -0.000082   0.000015
 1139.0   -0.000085   0.000015
 1140.0   -0.000088   0.000016
 1141.0   -0.000091   0.000017
 1142.0   -0.000094   0.000018
 1143.0   -0.000097   0.000019
 1144.0   -0.000100   0.000020
 1145.0   -0.000103   0.000020
 1146.0   -0.000106   0.000021
 1147.0   -0.000110   0.000023
 1148.0   -0.000113   0.000024
 1149.0   -0.000117   0.000025
 1150.0   -0.000120   0.000026
 1151.0   -0.000124   0.000027
 1152.0   -0.000127   0.000028
 1153.0   -0.000131   0.000030
 1154.0   -0.000135   0.000031
 1155.0   -0.000139   0.000032
 1156.0   -0.000143   0.000034
 1157.0   -0.000147   0.000035
 1158.0   -0.000151   0.000037
 1159.0   -0.000155   0.000038
 1160.0   -0.000159   0.000040
 1161.0   -0.000163   0.000041
 1162.0   -0.000168   0.000043
 1163.0   -0.000172   0.000045
 1164.0   -0.000176   0.000047
 1165.0   -0.000181   0.000048
 1166.0   -0.000186   0.000050
