   W         E4-(pi0_p)
 1166.00   -0.00152   0.00000
 1167.00   -0.00155   0.00000
 1168.00   -0.00158   0.00000
 1169.00   -0.00161   0.00000
 1170.00   -0.00164   0.00000
 1171.00   -0.00168   0.00000
 1172.00   -0.00171   0.00000
 1173.00   -0.00174   0.00000
 1174.00   -0.00177   0.00000
 1175.00   -0.00180   0.00000
 1176.00   -0.00183   0.00000
 1177.00   -0.00187   0.00000
 1178.00   -0.00190   0.00000
 1179.00   -0.00193   0.00000
 1180.00   -0.00196   0.00000
 1181.00   -0.00200   0.00000
 1182.00   -0.00203   0.00000
 1183.00   -0.00206   0.00000
 1184.00   -0.00210   0.00000
 1185.00   -0.00213   0.00000
 1186.00   -0.00217   0.00000
 1187.00   -0.00220   0.00000
 1188.00   -0.00224   0.00000
 1189.00   -0.00227   0.00000
 1190.00   -0.00231   0.00000
 1191.00   -0.00234   0.00000
 1192.00   -0.00238   0.00000
 1193.00   -0.00241   0.00000
 1194.00   -0.00245   0.00000
 1195.00   -0.00248   0.00000
 1196.00   -0.00252   0.00000
 1197.00   -0.00256   0.00000
 1198.00   -0.00259   0.00000
 1199.00   -0.00263   0.00000
 1200.00   -0.00267   0.00000
 1201.00   -0.00270   0.00000
 1202.00   -0.00274   0.00000
 1203.00   -0.00278   0.00000
 1204.00   -0.00282   0.00000
 1205.00   -0.00285   0.00000
 1206.00   -0.00289   0.00000
 1207.00   -0.00293   0.00000
 1208.00   -0.00297   0.00000
 1209.00   -0.00301   0.00000
 1210.00   -0.00304   0.00000
 1211.00   -0.00308   0.00000
 1212.00   -0.00312   0.00000
 1213.00   -0.00316   0.00000
 1214.00   -0.00320   0.00000
 1215.00   -0.00324   0.00000
 1216.00   -0.00328   0.00000
 1217.00   -0.00332   0.00000
 1218.00   -0.00336   0.00000
 1219.00   -0.00340   0.00000
 1220.00   -0.00344   0.00000
 1221.00   -0.00348   0.00000
 1222.00   -0.00352   0.00000
 1223.00   -0.00356   0.00000
 1224.00   -0.00360   0.00000
 1225.00   -0.00364   0.00000
 1226.00   -0.00368   0.00000
 1227.00   -0.00372   0.00000
 1228.00   -0.00376   0.00000
 1229.00   -0.00381   0.00000
 1230.00   -0.00385   0.00000
 1231.00   -0.00389   0.00000
 1232.00   -0.00393   0.00000
 1233.00   -0.00397   0.00000
 1234.00   -0.00401   0.00000
 1235.00   -0.00406   0.00000
 1236.00   -0.00410   0.00000
 1237.00   -0.00414   0.00000
 1238.00   -0.00418   0.00000
 1239.00   -0.00423   0.00000
 1240.00   -0.00427   0.00000
 1241.00   -0.00431   0.00000
 1242.00   -0.00435   0.00000
 1243.00   -0.00440   0.00000
 1244.00   -0.00444   0.00000
 1245.00   -0.00448   0.00000
 1246.00   -0.00453   0.00000
 1247.00   -0.00457   0.00000
 1248.00   -0.00461   0.00000
 1249.00   -0.00466   0.00000
 1250.00   -0.00470   0.00000
 1251.00   -0.00475   0.00000
 1252.00   -0.00479   0.00000
 1253.00   -0.00483   0.00000
 1254.00   -0.00488   0.00000
 1255.00   -0.00492   0.00000
 1256.00   -0.00497   0.00000
 1257.00   -0.00501   0.00000
 1258.00   -0.00506   0.00000
 1259.00   -0.00510   0.00000
 1260.00   -0.00514   0.00000
 1261.00   -0.00519   0.00000
 1262.00   -0.00523   0.00000
 1263.00   -0.00528   0.00000
 1264.00   -0.00532   0.00000
 1265.00   -0.00537   0.00000
 1266.00   -0.00541   0.00000
 1267.00   -0.00546   0.00000
 1268.00   -0.00550   0.00000
 1269.00   -0.00555   0.00000
 1270.00   -0.00560   0.00000
 1271.00   -0.00564   0.00000
 1272.00   -0.00569   0.00000
 1273.00   -0.00573   0.00000
 1274.00   -0.00578   0.00000
 1275.00   -0.00582   0.00000
 1276.00   -0.00587   0.00000
 1277.00   -0.00592   0.00000
 1278.00   -0.00596   0.00000
 1279.00   -0.00601   0.00000
 1280.00   -0.00605   0.00000
 1281.00   -0.00610   0.00000
 1282.00   -0.00615   0.00000
 1283.00   -0.00619   0.00000
 1284.00   -0.00624   0.00000
 1285.00   -0.00629   0.00000
 1286.00   -0.00633   0.00000
 1287.00   -0.00638   0.00000
 1288.00   -0.00642   0.00000
 1289.00   -0.00647   0.00000
 1290.00   -0.00652   0.00000
 1291.00   -0.00656   0.00000
 1292.00   -0.00661   0.00000
 1293.00   -0.00666   0.00000
 1294.00   -0.00671   0.00000
 1295.00   -0.00675   0.00000
 1296.00   -0.00680   0.00000
 1297.00   -0.00685   0.00000
 1298.00   -0.00689   0.00000
 1299.00   -0.00694   0.00000
 1300.00   -0.00699   0.00000
 1301.00   -0.00703   0.00000
 1302.00   -0.00708   0.00000
 1303.00   -0.00713   0.00000
 1304.00   -0.00718   0.00000
 1305.00   -0.00722   0.00000
 1306.00   -0.00727   0.00000
 1307.00   -0.00732   0.00000
 1308.00   -0.00736   0.00000
 1309.00   -0.00741   0.00000
 1310.00   -0.00746   0.00000
 1311.00   -0.00751   0.00000
 1312.00   -0.00755   0.00000
 1313.00   -0.00760   0.00000
 1314.00   -0.00765   0.00000
 1315.00   -0.00770   0.00000
 1316.00   -0.00774   0.00000
 1317.00   -0.00779   0.00000
 1318.00   -0.00784   0.00000
 1319.00   -0.00789   0.00000
 1320.00   -0.00793   0.00000
 1321.00   -0.00798   0.00000
 1322.00   -0.00803   0.00000
 1323.00   -0.00808   0.00000
 1324.00   -0.00812   0.00000
 1325.00   -0.00817   0.00000
 1326.00   -0.00822   0.00000
 1327.00   -0.00827   0.00000
 1328.00   -0.00832   0.00000
 1329.00   -0.00836   0.00000
 1330.00   -0.00841   0.00000
 1331.00   -0.00846   0.00000
 1332.00   -0.00851   0.00000
 1333.00   -0.00855   0.00000
 1334.00   -0.00860   0.00000
 1335.00   -0.00865   0.00000
 1336.00   -0.00870   0.00000
 1337.00   -0.00875   0.00000
 1338.00   -0.00879   0.00000
 1339.00   -0.00884   0.00000
 1340.00   -0.00889   0.00000
 1341.00   -0.00894   0.00000
 1342.00   -0.00898   0.00000
 1343.00   -0.00903   0.00000
 1344.00   -0.00908   0.00000
 1345.00   -0.00913   0.00000
 1346.00   -0.00917   0.00000
 1347.00   -0.00922   0.00000
 1348.00   -0.00927   0.00000
 1349.00   -0.00932   0.00000
 1350.00   -0.00937   0.00000
 1351.00   -0.00941   0.00000
 1352.00   -0.00946   0.00000
 1353.00   -0.00951   0.00000
 1354.00   -0.00956   0.00000
 1355.00   -0.00960   0.00000
 1356.00   -0.00965   0.00000
 1357.00   -0.00970   0.00000
 1358.00   -0.00975   0.00000
 1359.00   -0.00979   0.00000
 1360.00   -0.00984   0.00000
 1361.00   -0.00989   0.00000
 1362.00   -0.00994   0.00000
 1363.00   -0.00998   0.00000
 1364.00   -0.01003   0.00000
 1365.00   -0.01008   0.00000
 1366.00   -0.01013   0.00000
 1367.00   -0.01018   0.00000
 1368.00   -0.01022   0.00000
 1369.00   -0.01027   0.00000
 1370.00   -0.01032   0.00000
 1371.00   -0.01036   0.00000
 1372.00   -0.01041   0.00000
 1373.00   -0.01046   0.00000
 1374.00   -0.01051   0.00000
 1375.00   -0.01055   0.00000
 1376.00   -0.01060   0.00000
 1377.00   -0.01065   0.00000
 1378.00   -0.01070   0.00000
 1379.00   -0.01074   0.00000
 1380.00   -0.01079   0.00000
 1381.00   -0.01084   0.00000
 1382.00   -0.01088   0.00000
 1383.00   -0.01093   0.00000
 1384.00   -0.01098   0.00000
 1385.00   -0.01103   0.00000
 1386.00   -0.01107   0.00000
 1387.00   -0.01112   0.00000
 1388.00   -0.01117   0.00000
 1389.00   -0.01121   0.00000
 1390.00   -0.01126   0.00000
 1391.00   -0.01131   0.00000
 1392.00   -0.01136   0.00000
 1393.00   -0.01140   0.00000
 1394.00   -0.01145   0.00000
 1395.00   -0.01150   0.00000
 1396.00   -0.01154   0.00000
 1397.00   -0.01159   0.00000
 1398.00   -0.01164   0.00000
 1399.00   -0.01168   0.00000
 1400.00   -0.01173   0.00000
 1401.00   -0.01178   0.00000
 1402.00   -0.01182   0.00000
 1403.00   -0.01187   0.00000
 1404.00   -0.01192   0.00000
 1405.00   -0.01196   0.00000
 1406.00   -0.01201   0.00000
 1407.00   -0.01205   0.00000
 1408.00   -0.01210   0.00000
 1409.00   -0.01215   0.00000
 1410.00   -0.01219   0.00000
 1411.00   -0.01224   0.00000
 1412.00   -0.01229   0.00000
 1413.00   -0.01233   0.00000
 1414.00   -0.01238   0.00000
 1415.00   -0.01242   0.00000
 1416.00   -0.01247   0.00000
 1417.00   -0.01252   0.00000
 1418.00   -0.01256   0.00000
 1419.00   -0.01261   0.00000
 1420.00   -0.01265   0.00000
 1421.00   -0.01270   0.00000
 1422.00   -0.01275   0.00000
 1423.00   -0.01279   0.00000
 1424.00   -0.01284   0.00000
 1425.00   -0.01288   0.00000
 1426.00   -0.01293   0.00000
 1427.00   -0.01298   0.00000
 1428.00   -0.01302   0.00000
 1429.00   -0.01307   0.00000
 1430.00   -0.01311   0.00000
 1431.00   -0.01316   0.00000
 1432.00   -0.01320   0.00000
 1433.00   -0.01325   0.00000
 1434.00   -0.01329   0.00000
 1435.00   -0.01334   0.00000
 1436.00   -0.01338   0.00000
 1437.00   -0.01343   0.00000
 1438.00   -0.01347   0.00000
 1439.00   -0.01352   0.00000
 1440.00   -0.01356   0.00000
 1441.00   -0.01361   0.00000
 1442.00   -0.01365   0.00000
 1443.00   -0.01370   0.00000
 1444.00   -0.01374   0.00000
 1445.00   -0.01379   0.00000
 1446.00   -0.01383   0.00000
 1447.00   -0.01388   0.00000
 1448.00   -0.01392   0.00000
 1449.00   -0.01397   0.00000
 1450.00   -0.01401   0.00000
 1451.00   -0.01406   0.00000
 1452.00   -0.01410   0.00000
 1453.00   -0.01415   0.00000
 1454.00   -0.01419   0.00000
 1455.00   -0.01424   0.00000
 1456.00   -0.01428   0.00000
 1457.00   -0.01433   0.00000
 1458.00   -0.01437   0.00000
 1459.00   -0.01441   0.00000
 1460.00   -0.01446   0.00000
 1461.00   -0.01450   0.00000
 1462.00   -0.01455   0.00000
 1463.00   -0.01459   0.00000
 1464.00   -0.01463   0.00000
 1465.00   -0.01468   0.00000
 1466.00   -0.01472   0.00000
 1467.00   -0.01477   0.00000
 1468.00   -0.01481   0.00000
 1469.00   -0.01485   0.00000
 1470.00   -0.01490   0.00000
 1471.00   -0.01494   0.00000
 1472.00   -0.01499   0.00000
 1473.00   -0.01503   0.00000
 1474.00   -0.01507   0.00000
 1475.00   -0.01512   0.00000
 1476.00   -0.01516   0.00000
 1477.00   -0.01520   0.00000
 1478.00   -0.01525   0.00000
 1479.00   -0.01529   0.00000
 1480.00   -0.01533   0.00000
 1481.00   -0.01538   0.00000
 1482.00   -0.01542   0.00000
 1483.00   -0.01546   0.00000
 1484.00   -0.01551   0.00000
 1485.00   -0.01555   0.00000
 1486.00   -0.01559   0.00000
 1487.00   -0.01564   0.00000
 1488.00   -0.01568   0.00000
 1489.00   -0.01572   0.00000
 1490.00   -0.01576   0.00000
 1491.00   -0.01581   0.00000
 1492.00   -0.01585   0.00000
 1493.00   -0.01589   0.00000
 1494.00   -0.01593   0.00000
 1495.00   -0.01598   0.00000
 1496.00   -0.01602   0.00000
 1497.00   -0.01606   0.00000
 1498.00   -0.01611   0.00000
 1499.00   -0.01615   0.00000
 1500.00   -0.01619   0.00000
 1501.00   -0.01623   0.00000
 1502.00   -0.01627   0.00000
 1503.00   -0.01632   0.00000
 1504.00   -0.01636   0.00000
 1505.00   -0.01640   0.00000
 1506.00   -0.01644   0.00000
 1507.00   -0.01649   0.00000
 1508.00   -0.01653   0.00000
 1509.00   -0.01657   0.00000
 1510.00   -0.01661   0.00000
 1511.00   -0.01665   0.00000
 1512.00   -0.01670   0.00000
 1513.00   -0.01674   0.00000
 1514.00   -0.01678   0.00000
 1515.00   -0.01682   0.00000
 1516.00   -0.01686   0.00000
 1517.00   -0.01690   0.00000
 1518.00   -0.01695   0.00000
 1519.00   -0.01699   0.00000
 1520.00   -0.01703   0.00000
 1521.00   -0.01707   0.00000
 1522.00   -0.01711   0.00000
 1523.00   -0.01715   0.00000
 1524.00   -0.01719   0.00000
 1525.00   -0.01724   0.00000
 1526.00   -0.01728   0.00000
 1527.00   -0.01732   0.00000
 1528.00   -0.01736   0.00000
 1529.00   -0.01740   0.00000
 1530.00   -0.01744   0.00000
 1531.00   -0.01748   0.00000
 1532.00   -0.01752   0.00000
 1533.00   -0.01756   0.00000
 1534.00   -0.01761   0.00000
 1535.00   -0.01765   0.00000
 1536.00   -0.01769   0.00000
 1537.00   -0.01773   0.00000
 1538.00   -0.01777   0.00000
 1539.00   -0.01781   0.00000
 1540.00   -0.01785   0.00000
 1541.00   -0.01789   0.00000
 1542.00   -0.01793   0.00000
 1543.00   -0.01797   0.00000
 1544.00   -0.01801   0.00000
 1545.00   -0.01805   0.00000
 1546.00   -0.01809   0.00000
 1547.00   -0.01813   0.00000
 1548.00   -0.01817   0.00000
 1549.00   -0.01821   0.00000
 1550.00   -0.01826   0.00000
 1551.00   -0.01830   0.00000
 1552.00   -0.01834   0.00000
 1553.00   -0.01838   0.00000
 1554.00   -0.01842   0.00000
 1555.00   -0.01846   0.00000
 1556.00   -0.01850   0.00000
 1557.00   -0.01854   0.00000
 1558.00   -0.01858   0.00000
 1559.00   -0.01862   0.00000
 1560.00   -0.01866   0.00000
 1561.00   -0.01870   0.00000
 1562.00   -0.01874   0.00000
 1563.00   -0.01877   0.00000
 1564.00   -0.01881   0.00000
 1565.00   -0.01885   0.00000
 1566.00   -0.01889   0.00000
 1567.00   -0.01893   0.00000
 1568.00   -0.01897   0.00000
 1569.00   -0.01901   0.00000
 1570.00   -0.01905   0.00000
 1571.00   -0.01909   0.00000
 1572.00   -0.01913   0.00000
 1573.00   -0.01917   0.00000
 1574.00   -0.01921   0.00000
 1575.00   -0.01925   0.00000
 1576.00   -0.01929   0.00000
 1577.00   -0.01933   0.00000
 1578.00   -0.01937   0.00000
 1579.00   -0.01941   0.00000
 1580.00   -0.01945   0.00000
 1581.00   -0.01948   0.00000
 1582.00   -0.01952   0.00000
 1583.00   -0.01956   0.00000
 1584.00   -0.01960   0.00000
 1585.00   -0.01964   0.00000
 1586.00   -0.01968   0.00000
 1587.00   -0.01972   0.00000
 1588.00   -0.01976   0.00000
 1589.00   -0.01980   0.00000
 1590.00   -0.01983   0.00000
 1591.00   -0.01987   0.00000
 1592.00   -0.01991   0.00000
 1593.00   -0.01995   0.00000
 1594.00   -0.01999   0.00000
 1595.00   -0.02003   0.00000
 1596.00   -0.02007   0.00000
 1597.00   -0.02010   0.00000
 1598.00   -0.02014   0.00000
 1599.00   -0.02018   0.00000
 1600.00   -0.02022   0.00000
 1601.00   -0.02026   0.00000
 1602.00   -0.02030   0.00000
 1603.00   -0.02034   0.00000
 1604.00   -0.02037   0.00000
 1605.00   -0.02041   0.00000
 1606.00   -0.02045   0.00000
 1607.00   -0.02049   0.00000
 1608.00   -0.02053   0.00000
 1609.00   -0.02057   0.00000
 1610.00   -0.02060   0.00000
 1611.00   -0.02064   0.00000
 1612.00   -0.02068   0.00000
 1613.00   -0.02072   0.00000
 1614.00   -0.02076   0.00000
 1615.00   -0.02079   0.00000
 1616.00   -0.02083   0.00000
 1617.00   -0.02087   0.00000
 1618.00   -0.02091   0.00000
 1619.00   -0.02095   0.00000
 1620.00   -0.02098   0.00000
 1621.00   -0.02102   0.00000
 1622.00   -0.02106   0.00000
 1623.00   -0.02110   0.00000
 1624.00   -0.02113   0.00000
 1625.00   -0.02117   0.00000
 1626.00   -0.02121   0.00000
 1627.00   -0.02125   0.00000
 1628.00   -0.02128   0.00000
 1629.00   -0.02132   0.00000
 1630.00   -0.02136   0.00000
 1631.00   -0.02140   0.00000
 1632.00   -0.02143   0.00000
 1633.00   -0.02147   0.00000
 1634.00   -0.02151   0.00000
 1635.00   -0.02155   0.00000
 1636.00   -0.02158   0.00000
 1637.00   -0.02162   0.00000
 1638.00   -0.02166   0.00000
 1639.00   -0.02170   0.00000
 1640.00   -0.02173   0.00000
 1641.00   -0.02177   0.00000
 1642.00   -0.02181   0.00000
 1643.00   -0.02185   0.00000
 1644.00   -0.02188   0.00000
 1645.00   -0.02192   0.00000
 1646.00   -0.02196   0.00000
 1647.00   -0.02199   0.00000
 1648.00   -0.02203   0.00000
 1649.00   -0.02207   0.00000
 1650.00   -0.02211   0.00000
 1651.00   -0.02214   0.00000
 1652.00   -0.02218   0.00000
 1653.00   -0.02222   0.00000
 1654.00   -0.02225   0.00000
 1655.00   -0.02229   0.00000
 1656.00   -0.02233   0.00000
 1657.00   -0.02236   0.00000
 1658.00   -0.02240   0.00000
 1659.00   -0.02244   0.00000
 1660.00   -0.02247   0.00000
 1661.00   -0.02251   0.00000
 1662.00   -0.02255   0.00000
 1663.00   -0.02259   0.00000
 1664.00   -0.02262   0.00000
 1665.00   -0.02266   0.00000
 1666.00   -0.02270   0.00000
 1667.00   -0.02273   0.00000
 1668.00   -0.02277   0.00000
 1669.00   -0.02281   0.00000
 1670.00   -0.02284   0.00000
 1671.00   -0.02288   0.00000
 1672.00   -0.02292   0.00000
 1673.00   -0.02295   0.00000
 1674.00   -0.02299   0.00000
 1675.00   -0.02302   0.00000
 1676.00   -0.02306   0.00000
 1677.00   -0.02310   0.00000
 1678.00   -0.02313   0.00000
 1679.00   -0.02317   0.00000
 1680.00   -0.02321   0.00000
 1681.00   -0.02324   0.00000
 1682.00   -0.02328   0.00000
 1683.00   -0.02332   0.00000
 1684.00   -0.02335   0.00000
 1685.00   -0.02339   0.00000
 1686.00   -0.02343   0.00000
 1687.00   -0.02346   0.00000
 1688.00   -0.02350   0.00000
 1689.00   -0.02353   0.00000
 1690.00   -0.02357   0.00000
 1691.00   -0.02361   0.00000
 1692.00   -0.02364   0.00000
 1693.00   -0.02368   0.00000
 1694.00   -0.02372   0.00000
 1695.00   -0.02375   0.00000
 1696.00   -0.02379   0.00000
 1697.00   -0.02382   0.00000
 1698.00   -0.02386   0.00000
 1699.00   -0.02390   0.00000
 1700.00   -0.02393   0.00000
 1701.00   -0.02397   0.00000
 1702.00   -0.02400   0.00000
 1703.00   -0.02404   0.00000
 1704.00   -0.02408   0.00000
 1705.00   -0.02411   0.00000
 1706.00   -0.02415   0.00000
 1707.00   -0.02418   0.00000
 1708.00   -0.02422   0.00000
 1709.00   -0.02426   0.00000
 1710.00   -0.02429   0.00000
 1711.00   -0.02433   0.00000
 1712.00   -0.02436   0.00000
 1713.00   -0.02440   0.00000
 1714.00   -0.02444   0.00000
 1715.00   -0.02447   0.00000
 1716.00   -0.02451   0.00000
 1717.00   -0.02454   0.00000
 1718.00   -0.02458   0.00000
 1719.00   -0.02462   0.00000
 1720.00   -0.02465   0.00000
 1721.00   -0.02469   0.00000
 1722.00   -0.02472   0.00000
 1723.00   -0.02476   0.00000
 1724.00   -0.02480   0.00000
 1725.00   -0.02483   0.00000
 1726.00   -0.02487   0.00000
 1727.00   -0.02490   0.00000
 1728.00   -0.02494   0.00000
 1729.00   -0.02497   0.00000
 1730.00   -0.02501   0.00000
 1731.00   -0.02505   0.00000
 1732.00   -0.02508   0.00000
 1733.00   -0.02512   0.00000
 1734.00   -0.02515   0.00000
 1735.00   -0.02519   0.00000
 1736.00   -0.02522   0.00000
 1737.00   -0.02526   0.00000
 1738.00   -0.02530   0.00000
 1739.00   -0.02533   0.00000
 1740.00   -0.02537   0.00000
 1741.00   -0.02540   0.00000
 1742.00   -0.02544   0.00000
 1743.00   -0.02547   0.00000
 1744.00   -0.02551   0.00000
 1745.00   -0.02554   0.00000
 1746.00   -0.02558   0.00000
 1747.00   -0.02562   0.00000
 1748.00   -0.02565   0.00000
 1749.00   -0.02569   0.00000
 1750.00   -0.02572   0.00000
 1751.00   -0.02576   0.00000
 1752.00   -0.02579   0.00000
 1753.00   -0.02583   0.00000
 1754.00   -0.02586   0.00000
 1755.00   -0.02590   0.00000
 1756.00   -0.02594   0.00000
 1757.00   -0.02597   0.00000
 1758.00   -0.02601   0.00000
 1759.00   -0.02604   0.00000
 1760.00   -0.02608   0.00000
 1761.00   -0.02611   0.00000
 1762.00   -0.02615   0.00000
 1763.00   -0.02618   0.00000
 1764.00   -0.02622   0.00000
 1765.00   -0.02626   0.00000
 1766.00   -0.02629   0.00000
 1767.00   -0.02633   0.00000
 1768.00   -0.02636   0.00000
 1769.00   -0.02640   0.00000
 1770.00   -0.02643   0.00000
 1771.00   -0.02647   0.00000
 1772.00   -0.02650   0.00000
 1773.00   -0.02654   0.00000
 1774.00   -0.02657   0.00000
 1775.00   -0.02661   0.00000
 1776.00   -0.02664   0.00000
 1777.00   -0.02668   0.00000
 1778.00   -0.02672   0.00000
 1779.00   -0.02675   0.00000
 1780.00   -0.02679   0.00000
 1781.00   -0.02682   0.00000
 1782.00   -0.02686   0.00000
 1783.00   -0.02689   0.00000
 1784.00   -0.02693   0.00000
 1785.00   -0.02696   0.00000
 1786.00   -0.02700   0.00000
 1787.00   -0.02703   0.00000
 1788.00   -0.02707   0.00000
 1789.00   -0.02710   0.00000
 1790.00   -0.02714   0.00000
 1791.00   -0.02718   0.00000
 1792.00   -0.02721   0.00000
 1793.00   -0.02725   0.00000
 1794.00   -0.02728   0.00000
 1795.00   -0.02732   0.00000
 1796.00   -0.02735   0.00000
 1797.00   -0.02739   0.00000
 1798.00   -0.02742   0.00000
 1799.00   -0.02746   0.00000
 1800.00   -0.02749   0.00000
 1801.00   -0.02753   0.00000
 1802.00   -0.02756   0.00000
 1803.00   -0.02760   0.00000
 1804.00   -0.02764   0.00000
 1805.00   -0.02767   0.00000
 1806.00   -0.02771   0.00000
 1807.00   -0.02774   0.00000
 1808.00   -0.02778   0.00000
 1809.00   -0.02781   0.00000
 1810.00   -0.02785   0.00000
 1811.00   -0.02788   0.00000
 1812.00   -0.02792   0.00000
 1813.00   -0.02795   0.00000
 1814.00   -0.02799   0.00000
 1815.00   -0.02802   0.00000
 1816.00   -0.02806   0.00000
 1817.00   -0.02809   0.00000
 1818.00   -0.02813   0.00000
 1819.00   -0.02817   0.00000
 1820.00   -0.02820   0.00000
 1821.00   -0.02824   0.00000
 1822.00   -0.02827   0.00000
 1823.00   -0.02831   0.00000
 1824.00   -0.02834   0.00000
 1825.00   -0.02838   0.00000
 1826.00   -0.02841   0.00000
 1827.00   -0.02845   0.00000
 1828.00   -0.02848   0.00000
 1829.00   -0.02852   0.00000
 1830.00   -0.02855   0.00000
 1831.00   -0.02859   0.00000
 1832.00   -0.02863   0.00000
 1833.00   -0.02866   0.00000
 1834.00   -0.02870   0.00000
 1835.00   -0.02873   0.00000
 1836.00   -0.02877   0.00000
 1837.00   -0.02880   0.00000
 1838.00   -0.02884   0.00000
 1839.00   -0.02887   0.00000
 1840.00   -0.02891   0.00000
 1841.00   -0.02894   0.00000
 1842.00   -0.02898   0.00000
 1843.00   -0.02901   0.00000
 1844.00   -0.02905   0.00000
 1845.00   -0.02908   0.00000
 1846.00   -0.02912   0.00000
 1847.00   -0.02916   0.00000
 1848.00   -0.02919   0.00000
 1849.00   -0.02923   0.00000
 1850.00   -0.02926   0.00000
 1851.00   -0.02930   0.00000
 1852.00   -0.02933   0.00000
 1853.00   -0.02937   0.00000
 1854.00   -0.02940   0.00000
 1855.00   -0.02944   0.00000
 1856.00   -0.02947   0.00000
 1857.00   -0.02951   0.00000
 1858.00   -0.02955   0.00000
 1859.00   -0.02958   0.00000
 1860.00   -0.02962   0.00000
 1861.00   -0.02965   0.00000
 1862.00   -0.02969   0.00000
 1863.00   -0.02972   0.00000
 1864.00   -0.02976   0.00000
 1865.00   -0.02979   0.00000
 1866.00   -0.02983   0.00000
 1867.00   -0.02986   0.00000
 1868.00   -0.02990   0.00000
 1869.00   -0.02994   0.00000
 1870.00   -0.02997   0.00000
 1871.00   -0.03001   0.00000
 1872.00   -0.03004   0.00000
 1873.00   -0.03008   0.00000
 1874.00   -0.03011   0.00000
 1875.00   -0.03015   0.00000
 1876.00   -0.03018   0.00000
 1877.00   -0.03022   0.00000
 1878.00   -0.03025   0.00000
 1879.00   -0.03029   0.00000
 1880.00   -0.03033   0.00000
 1881.00   -0.03036   0.00000
 1882.00   -0.03040   0.00000
 1883.00   -0.03043   0.00000
 1884.00   -0.03047   0.00000
 1885.00   -0.03050   0.00000
 1886.00   -0.03054   0.00000
 1887.00   -0.03057   0.00000
 1888.00   -0.03061   0.00000
 1889.00   -0.03065   0.00000
 1890.00   -0.03068   0.00000
 1891.00   -0.03072   0.00000
 1892.00   -0.03075   0.00000
 1893.00   -0.03079   0.00000
 1894.00   -0.03082   0.00000
