   W         E4-(pi0_p)
 (MeV)      Re         Im
 1074.0   -0.000001  -0.000000
 1075.0   -0.000000  -0.000000
 1076.0   -0.000000  -0.000000
 1077.0   -0.000000  -0.000000
 1078.0    0.000000   0.000000
 1079.0    0.000000   0.000000
 1080.0    0.000000   0.000000
 1081.0    0.000000   0.000000
 1082.0    0.000001   0.000000
 1083.0    0.000001   0.000000
 1084.0    0.000001   0.000000
 1085.0    0.000001   0.000001
 1086.0    0.000001   0.000001
 1087.0    0.000002   0.000001
 1088.0    0.000002   0.000001
 1089.0    0.000002   0.000001
 1090.0    0.000002   0.000001
 1091.0    0.000002   0.000001
 1092.0    0.000003   0.000001
 1093.0    0.000003   0.000002
 1094.0    0.000003   0.000002
 1095.0    0.000004   0.000002
 1096.0    0.000004   0.000002
 1097.0    0.000005   0.000002
 1098.0    0.000005   0.000002
 1099.0    0.000005   0.000002
 1100.0    0.000006   0.000003
 1101.0    0.000006   0.000003
 1102.0    0.000007   0.000003
 1103.0    0.000007   0.000003
 1104.0    0.000008   0.000003
 1105.0    0.000008   0.000003
 1106.0    0.000009   0.000004
 1107.0    0.000010   0.000004
 1108.0    0.000010   0.000004
 1109.0    0.000011   0.000004
 1110.0    0.000011   0.000004
 1111.0    0.000012   0.000004
 1112.0    0.000013   0.000004
 1113.0    0.000013   0.000005
 1114.0    0.000014   0.000005
 1115.0    0.000015   0.000005
 1116.0    0.000016   0.000005
 1117.0    0.000017   0.000005
 1118.0    0.000017   0.000005
 1119.0    0.000018   0.000005
 1120.0    0.000019   0.000005
 1121.0    0.000020   0.000005
 1122.0    0.000021   0.000005
 1123.0    0.000022   0.000005
 1124.0    0.000023   0.000005
 1125.0    0.000024   0.000005
 1126.0    0.000025   0.000005
 1127.0    0.000026   0.000005
 1128.0    0.000027   0.000005
 1129.0    0.000028   0.000005
 1130.0    0.000029   0.000005
 1131.0    0.000030   0.000005
 1132.0    0.000032   0.000004
 1133.0    0.000033   0.000004
 1134.0    0.000034   0.000004
 1135.0    0.000035   0.000004
 1136.0    0.000037   0.000004
 1137.0    0.000038   0.000003
 1138.0    0.000039   0.000003
 1139.0    0.000041   0.000002
 1140.0    0.000042   0.000002
 1141.0    0.000044   0.000002
 1142.0    0.000045   0.000001
 1143.0    0.000047   0.000001
 1144.0    0.000048  -0.000000
 1145.0    0.000050  -0.000001
 1146.0    0.000051  -0.000001
 1147.0    0.000053  -0.000002
 1148.0    0.000055  -0.000003
 1149.0    0.000056  -0.000004
 1150.0    0.000058  -0.000004
 1151.0    0.000060  -0.000005
 1152.0    0.000062  -0.000006
 1153.0    0.000064  -0.000007
 1154.0    0.000065  -0.000008
 1155.0    0.000067  -0.000009
 1156.0    0.000069  -0.000011
 1157.0    0.000071  -0.000012
 1158.0    0.000073  -0.000013
 1159.0    0.000076  -0.000015
 1160.0    0.000078  -0.000016
 1161.0    0.000080  -0.000018
 1162.0    0.000082  -0.000019
 1163.0    0.000084  -0.000021
 1164.0    0.000087  -0.000023
 1165.0    0.000089  -0.000024
 1166.0    0.000091  -0.000026
 1167.0    0.000094  -0.000029
 1168.0    0.000096  -0.000031
 1169.0    0.000099  -0.000033
 1170.0    0.000101  -0.000035
