   W         E3+(pi0_p)
 (MeV)      Re         Im
 1074.0    0.000000   0.000000
 1075.0    0.000000   0.000000
 1076.0    0.000000   0.000000
 1077.0   -0.000000  -0.000000
 1078.0   -0.000000  -0.000000
 1079.0   -0.000000  -0.000000
 1080.0   -0.000000  -0.000000
 1081.0   -0.000000  -0.000001
 1082.0   -0.000000  -0.000001
 1083.0   -0.000000  -0.000001
 1084.0   -0.000000  -0.000001
 1085.0   -0.000000  -0.000001
 1086.0   -0.000000  -0.000001
 1087.0   -0.000000  -0.000001
 1088.0   -0.000001  -0.000002
 1089.0   -0.000001  -0.000002
 1090.0   -0.000001  -0.000002
 1091.0   -0.000001  -0.000002
 1092.0   -0.000001  -0.000002
 1093.0   -0.000001  -0.000002
 1094.0   -0.000001  -0.000003
 1095.0   -0.000001  -0.000003
 1096.0   -0.000001  -0.000003
 1097.0   -0.000001  -0.000003
 1098.0   -0.000001  -0.000003
 1099.0   -0.000001  -0.000004
 1100.0   -0.000001  -0.000004
 1101.0   -0.000001  -0.000004
 1102.0   -0.000001  -0.000004
 1103.0   -0.000002  -0.000004
 1104.0   -0.000002  -0.000005
 1105.0   -0.000002  -0.000005
 1106.0   -0.000002  -0.000005
 1107.0   -0.000002  -0.000005
 1108.0   -0.000002  -0.000005
 1109.0   -0.000002  -0.000005
 1110.0   -0.000002  -0.000006
 1111.0   -0.000002  -0.000006
 1112.0   -0.000002  -0.000006
 1113.0   -0.000003  -0.000006
 1114.0   -0.000003  -0.000006
 1115.0   -0.000003  -0.000006
 1116.0   -0.000003  -0.000007
 1117.0   -0.000003  -0.000007
 1118.0   -0.000003  -0.000007
 1119.0   -0.000003  -0.000007
 1120.0   -0.000003  -0.000007
 1121.0   -0.000004  -0.000007
 1122.0   -0.000004  -0.000007
 1123.0   -0.000004  -0.000007
 1124.0   -0.000004  -0.000007
 1125.0   -0.000004  -0.000007
 1126.0   -0.000004  -0.000007
 1127.0   -0.000004  -0.000007
 1128.0   -0.000005  -0.000007
