   W         M9-(pi+_n)
 (MeV)      Re         Im
 1080.0    0.000000  -0.000000
 1081.0    0.000000   0.000000
 1082.0    0.000000   0.000000
 1083.0    0.000000   0.000000
 1084.0    0.000000   0.000000
 1085.0    0.000000   0.000000
 1086.0    0.000000  -0.000000
 1087.0    0.000000  -0.000000
 1088.0    0.000000  -0.000000
 1089.0    0.000000  -0.000000
 1090.0    0.000000  -0.000000
 1091.0    0.000000  -0.000000
 1092.0    0.000000  -0.000000
 1093.0    0.000000  -0.000000
 1094.0    0.000000  -0.000000
 1095.0    0.000000  -0.000000
 1096.0    0.000000  -0.000000
 1097.0    0.000000  -0.000000
 1098.0    0.000000  -0.000000
 1099.0    0.000000  -0.000000
 1100.0    0.000000  -0.000000
 1101.0    0.000000  -0.000000
 1102.0    0.000001  -0.000000
 1103.0    0.000001  -0.000000
 1104.0    0.000001  -0.000000
 1105.0    0.000001  -0.000000
 1106.0    0.000001  -0.000000
 1107.0    0.000001  -0.000000
 1108.0    0.000001  -0.000000
 1109.0    0.000002  -0.000000
 1110.0    0.000002  -0.000000
 1111.0    0.000002  -0.000000
 1112.0    0.000002  -0.000000
 1113.0    0.000003  -0.000000
 1114.0    0.000003  -0.000000
 1115.0    0.000003  -0.000000
 1116.0    0.000004  -0.000000
 1117.0    0.000004  -0.000000
 1118.0    0.000004  -0.000000
 1119.0    0.000005  -0.000000
 1120.0    0.000005  -0.000000
 1121.0    0.000006  -0.000000
 1122.0    0.000006  -0.000000
 1123.0    0.000007  -0.000000
 1124.0    0.000008  -0.000000
 1125.0    0.000008  -0.000000
 1126.0    0.000009  -0.000000
 1127.0    0.000010  -0.000001
 1128.0    0.000011  -0.000001
 1129.0    0.000011  -0.000001
 1130.0    0.000012  -0.000001
 1131.0    0.000013  -0.000001
 1132.0    0.000014  -0.000001
 1133.0    0.000015  -0.000001
 1134.0    0.000016  -0.000001
 1135.0    0.000017  -0.000001
 1136.0    0.000018  -0.000001
 1137.0    0.000019  -0.000001
 1138.0    0.000021  -0.000001
 1139.0    0.000022  -0.000001
 1140.0    0.000023  -0.000001
 1141.0    0.000025  -0.000001
 1142.0    0.000026  -0.000001
 1143.0    0.000028  -0.000002
 1144.0    0.000029  -0.000002
 1145.0    0.000031  -0.000002
 1146.0    0.000032  -0.000002
 1147.0    0.000034  -0.000002
 1148.0    0.000036  -0.000002
 1149.0    0.000038  -0.000002
 1150.0    0.000039  -0.000002
 1151.0    0.000042  -0.000002
 1152.0    0.000044  -0.000002
 1153.0    0.000046  -0.000002
 1154.0    0.000048  -0.000003
 1155.0    0.000050  -0.000003
 1156.0    0.000052  -0.000003
 1157.0    0.000055  -0.000003
 1158.0    0.000057  -0.000003
 1159.0    0.000059  -0.000003
 1160.0    0.000062  -0.000003
 1161.0    0.000064  -0.000004
 1162.0    0.000067  -0.000004
 1163.0    0.000070  -0.000004
 1164.0    0.000073  -0.000004
 1165.0    0.000075  -0.000004
 1166.0    0.000078  -0.000004
 1167.0    0.000081  -0.000004
 1168.0    0.000084  -0.000005
 1169.0    0.000087  -0.000005
 1170.0    0.000090  -0.000005
 1171.0    0.000094  -0.000005
 1172.0    0.000097  -0.000005
 1173.0    0.000101  -0.000005
 1174.0    0.000104  -0.000006
 1175.0    0.000107  -0.000006
 1176.0    0.000111  -0.000006
 1177.0    0.000115  -0.000006
 1178.0    0.000118  -0.000006
 1179.0    0.000122  -0.000007
 1180.0    0.000126  -0.000007
 1181.0    0.000130  -0.000007
 1182.0    0.000134  -0.000007
 1183.0    0.000138  -0.000008
 1184.0    0.000142  -0.000008
 1185.0    0.000146  -0.000008
 1186.0    0.000151  -0.000008
 1187.0    0.000155  -0.000008
 1188.0    0.000159  -0.000009
 1189.0    0.000164  -0.000009
 1190.0    0.000168  -0.000009
 1191.0    0.000173  -0.000009
 1192.0    0.000178  -0.000010
 1193.0    0.000182  -0.000010
 1194.0    0.000187  -0.000010
 1195.0    0.000192  -0.000010
 1196.0    0.000197  -0.000011
 1197.0    0.000202  -0.000011
 1198.0    0.000207  -0.000011
 1199.0    0.000212  -0.000012
 1200.0    0.000217  -0.000012
 1201.0    0.000223  -0.000012
 1202.0    0.000228  -0.000012
 1203.0    0.000233  -0.000013
 1204.0    0.000239  -0.000013
 1205.0    0.000244  -0.000013
 1206.0    0.000250  -0.000014
 1207.0    0.000256  -0.000014
 1208.0    0.000261  -0.000014
 1209.0    0.000267  -0.000015
 1210.0    0.000273  -0.000015
 1211.0    0.000279  -0.000015
 1212.0    0.000285  -0.000015
 1213.0    0.000291  -0.000016
 1214.0    0.000297  -0.000016
 1215.0    0.000303  -0.000016
 1216.0    0.000310  -0.000017
 1217.0    0.000316  -0.000017
 1218.0    0.000322  -0.000018
 1219.0    0.000329  -0.000018
 1220.0    0.000335  -0.000018
 1221.0    0.000342  -0.000019
 1222.0    0.000348  -0.000019
 1223.0    0.000355  -0.000019
 1224.0    0.000362  -0.000020
 1225.0    0.000368  -0.000020
 1226.0    0.000375  -0.000020
 1227.0    0.000382  -0.000021
 1228.0    0.000389  -0.000021
 1229.0    0.000396  -0.000022
 1230.0    0.000403  -0.000022
 1231.0    0.000410  -0.000022
 1232.0    0.000418  -0.000023
 1233.0    0.000425  -0.000023
 1234.0    0.000432  -0.000023
 1235.0    0.000439  -0.000024
 1236.0    0.000447  -0.000024
 1237.0    0.000454  -0.000025
 1238.0    0.000462  -0.000025
 1239.0    0.000469  -0.000026
 1240.0    0.000477  -0.000026
 1241.0    0.000485  -0.000026
 1242.0    0.000492  -0.000027
 1243.0    0.000500  -0.000027
 1244.0    0.000508  -0.000028
 1245.0    0.000516  -0.000028
 1246.0    0.000524  -0.000028
 1247.0    0.000532  -0.000029
 1248.0    0.000540  -0.000029
 1249.0    0.000548  -0.000030
 1250.0    0.000556  -0.000030
 1251.0    0.000564  -0.000031
 1252.0    0.000572  -0.000031
 1253.0    0.000581  -0.000032
 1254.0    0.000589  -0.000032
 1255.0    0.000597  -0.000032
 1256.0    0.000606  -0.000033
 1257.0    0.000614  -0.000033
 1258.0    0.000623  -0.000034
 1259.0    0.000631  -0.000034
 1260.0    0.000639  -0.000035
 1261.0    0.000648  -0.000035
 1262.0    0.000657  -0.000036
 1263.0    0.000666  -0.000036
 1264.0    0.000674  -0.000037
 1265.0    0.000683  -0.000037
 1266.0    0.000692  -0.000038
 1267.0    0.000701  -0.000038
 1268.0    0.000709  -0.000038
 1269.0    0.000718  -0.000039
 1270.0    0.000727  -0.000039
 1271.0    0.000736  -0.000040
 1272.0    0.000745  -0.000040
 1273.0    0.000754  -0.000041
 1274.0    0.000764  -0.000041
 1275.0    0.000773  -0.000042
 1276.0    0.000782  -0.000043
 1277.0    0.000791  -0.000043
 1278.0    0.000801  -0.000044
 1279.0    0.000810  -0.000044
 1280.0    0.000819  -0.000045
 1281.0    0.000829  -0.000045
 1282.0    0.000838  -0.000046
 1283.0    0.000847  -0.000046
 1284.0    0.000857  -0.000047
 1285.0    0.000866  -0.000047
 1286.0    0.000876  -0.000048
 1287.0    0.000885  -0.000048
 1288.0    0.000895  -0.000048
 1289.0    0.000904  -0.000049
 1290.0    0.000913  -0.000049
 1291.0    0.000923  -0.000050
 1292.0    0.000933  -0.000050
 1293.0    0.000943  -0.000051
 1294.0    0.000953  -0.000052
 1295.0    0.000962  -0.000052
 1296.0    0.000972  -0.000053
 1297.0    0.000982  -0.000053
 1298.0    0.000992  -0.000054
 1299.0    0.001002  -0.000054
 1300.0    0.001012  -0.000055
 1301.0    0.001022  -0.000055
 1302.0    0.001032  -0.000056
 1303.0    0.001042  -0.000057
 1304.0    0.001052  -0.000057
 1305.0    0.001062  -0.000058
 1306.0    0.001072  -0.000059
 1307.0    0.001082  -0.000059
 1308.0    0.001092  -0.000059
 1309.0    0.001102  -0.000060
 1310.0    0.001112  -0.000060
 1311.0    0.001122  -0.000061
 1312.0    0.001132  -0.000062
 1313.0    0.001142  -0.000062
 1314.0    0.001153  -0.000063
 1315.0    0.001163  -0.000063
 1316.0    0.001173  -0.000064
 1317.0    0.001183  -0.000064
 1318.0    0.001193  -0.000065
 1319.0    0.001204  -0.000065
 1320.0    0.001214  -0.000066
 1321.0    0.001224  -0.000067
 1322.0    0.001235  -0.000067
 1323.0    0.001245  -0.000068
 1324.0    0.001256  -0.000069
 1325.0    0.001266  -0.000069
 1326.0    0.001277  -0.000070
 1327.0    0.001287  -0.000070
 1328.0    0.001297  -0.000071
 1329.0    0.001308  -0.000071
 1330.0    0.001318  -0.000072
 1331.0    0.001328  -0.000072
 1332.0    0.001339  -0.000073
 1333.0    0.001349  -0.000073
 1334.0    0.001360  -0.000074
 1335.0    0.001370  -0.000075
 1336.0    0.001381  -0.000075
 1337.0    0.001391  -0.000076
 1338.0    0.001402  -0.000076
 1339.0    0.001412  -0.000077
 1340.0    0.001423  -0.000077
 1341.0    0.001433  -0.000078
 1342.0    0.001444  -0.000079
 1343.0    0.001454  -0.000079
 1344.0    0.001465  -0.000080
 1345.0    0.001476  -0.000080
 1346.0    0.001486  -0.000081
 1347.0    0.001497  -0.000082
 1348.0    0.001508  -0.000083
 1349.0    0.001518  -0.000083
 1350.0    0.001529  -0.000084
 1351.0    0.001540  -0.000084
 1352.0    0.001550  -0.000085
 1353.0    0.001560  -0.000085
 1354.0    0.001571  -0.000085
 1355.0    0.001581  -0.000086
 1356.0    0.001592  -0.000086
 1357.0    0.001603  -0.000087
 1358.0    0.001613  -0.000087
 1359.0    0.001624  -0.000088
 1360.0    0.001635  -0.000089
 1361.0    0.001645  -0.000089
 1362.0    0.001656  -0.000090
 1363.0    0.001667  -0.000090
 1364.0    0.001677  -0.000091
 1365.0    0.001688  -0.000092
 1366.0    0.001699  -0.000092
 1367.0    0.001709  -0.000093
 1368.0    0.001720  -0.000093
 1369.0    0.001731  -0.000094
 1370.0    0.001741  -0.000094
 1371.0    0.001752  -0.000095
 1372.0    0.001763  -0.000096
 1373.0    0.001773  -0.000096
 1374.0    0.001784  -0.000097
 1375.0    0.001795  -0.000097
 1376.0    0.001805  -0.000098
 1377.0    0.001816  -0.000099
 1378.0    0.001827  -0.000099
 1379.0    0.001837  -0.000100
 1380.0    0.001848  -0.000100
 1381.0    0.001858  -0.000101
 1382.0    0.001869  -0.000101
 1383.0    0.001880  -0.000102
 1384.0    0.001890  -0.000103
 1385.0    0.001901  -0.000103
 1386.0    0.001912  -0.000104
 1387.0    0.001922  -0.000104
 1388.0    0.001933  -0.000105
 1389.0    0.001943  -0.000105
 1390.0    0.001954  -0.000106
 1391.0    0.001964  -0.000107
 1392.0    0.001975  -0.000107
 1393.0    0.001986  -0.000108
 1394.0    0.001996  -0.000108
 1395.0    0.002007  -0.000109
 1396.0    0.002017  -0.000109
 1397.0    0.002028  -0.000110
 1398.0    0.002038  -0.000111
 1399.0    0.002049  -0.000111
 1400.0    0.002060  -0.000112
 1401.0    0.002070  -0.000112
 1402.0    0.002081  -0.000113
 1403.0    0.002091  -0.000113
 1404.0    0.002102  -0.000114
 1405.0    0.002112  -0.000115
 1406.0    0.002123  -0.000115
 1407.0    0.002133  -0.000116
 1408.0    0.002144  -0.000116
 1409.0    0.002154  -0.000117
 1410.0    0.002164  -0.000117
 1411.0    0.002175  -0.000118
 1412.0    0.002185  -0.000118
 1413.0    0.002196  -0.000119
 1414.0    0.002206  -0.000120
 1415.0    0.002217  -0.000120
 1416.0    0.002227  -0.000121
 1417.0    0.002237  -0.000121
 1418.0    0.002248  -0.000122
 1419.0    0.002258  -0.000122
 1420.0    0.002268  -0.000123
 1421.0    0.002279  -0.000123
 1422.0    0.002289  -0.000124
 1423.0    0.002299  -0.000125
 1424.0    0.002310  -0.000125
 1425.0    0.002320  -0.000126
 1426.0    0.002330  -0.000126
 1427.0    0.002340  -0.000127
 1428.0    0.002351  -0.000127
 1429.0    0.002361  -0.000128
 1430.0    0.002371  -0.000128
 1431.0    0.002381  -0.000129
 1432.0    0.002391  -0.000129
 1433.0    0.002402  -0.000130
 1434.0    0.002412  -0.000130
 1435.0    0.002422  -0.000130
 1436.0    0.002432  -0.000131
 1437.0    0.002442  -0.000132
 1438.0    0.002453  -0.000133
 1439.0    0.002463  -0.000134
 1440.0    0.002473  -0.000134
 1441.0    0.002483  -0.000135
 1442.0    0.002493  -0.000135
 1443.0    0.002503  -0.000136
 1444.0    0.002513  -0.000136
 1445.0    0.002523  -0.000137
 1446.0    0.002533  -0.000137
 1447.0    0.002543  -0.000138
 1448.0    0.002553  -0.000138
