
From hanstein@kph.uni-mainz.de Wed Apr 15 15:45:50 1998
Date: Thu, 9 Apr 1998 13:21:13 +0200 (MET DST)
From: Olaf Hanstein <hanstein@kph.uni-mainz.de>
To: tiator@kph.uni-mainz.de
Subject: E0+(pi0,n)

   145.0000       1.401207       148.4600      0.0000000E+00
   145.5000       1.447274       148.9600      0.3043533    
   146.0000       1.496901       149.4600      0.4273333    
   146.5000       1.550647       149.9600      0.5222733    
   147.0000       1.609236       150.4600      0.6025733    
   147.5000       1.673599       150.9600      0.6735033    
   148.0000       1.744874       151.4600      0.7377633    
   148.1000       1.760086       151.9600      0.7969599    
   148.2000       1.775651       152.4600      0.8521600    
   148.3000       1.791575       152.9600      0.9040866    
   148.4000       1.807880       153.4600      0.9532733    
   148.5000       1.943557       153.9600       1.000150    
   148.6000       1.974254       154.4600       1.044997    
   148.7000       1.988373       154.9600       1.088077    
   148.8000       1.996881       155.4600       1.129587    
   148.9000       2.002503       155.9600       1.169697    
   149.0000       2.006397       156.4600       1.208553    
   153.0000       1.961840       156.9600       1.246260    
   157.0000       1.866533       157.4600       1.282933    
   161.0000       1.735749       157.9600       1.318647    
   165.0000       1.623412       158.4600       1.353483    
   169.0000       1.405777       158.9600       1.387507    
                                 159.4600       1.420763    
                                 159.9600       1.453333    
                                 160.4600       1.478823    
                                 160.9600       1.504727    
                                 161.4600       1.531290    
                                 161.9600       1.558190    
                                 162.4600       1.585087    
                                 162.9600       1.611623    
                                 163.4600       1.637480    
                                 163.9600       1.662290    
                                 164.4600       1.685727    
                                 164.9600       1.707440    
                                 165.4600       1.727170    
                                 165.9600       1.744983    
                                 166.4600       1.761103    
                                 166.9600       1.775727    
                                 167.4600       1.789063    
                                 167.9600       1.801310    
                                 168.4600       1.812673    
                                 168.9600       1.823357    
                                 169.4600       1.833570    
                                 169.9600       1.843503    
                                 170.4600       1.853343    
                                 170.9600       1.863150    

