   W         E7+(eta_p)
 (MeV)      Re         Im
 1486.0    0.000000  -0.000000
 1487.0    0.000000  -0.000000
 1488.0    0.000000  -0.000000
 1489.0    0.000000  -0.000000
 1490.0    0.000000  -0.000000
 1491.0    0.000000  -0.000000
 1492.0    0.000000  -0.000000
 1493.0    0.000000  -0.000000
 1494.0    0.000000  -0.000000
 1495.0    0.000000  -0.000000
 1496.0    0.000000  -0.000000
 1497.0    0.000000  -0.000000
 1498.0    0.000000  -0.000000
 1499.0    0.000000  -0.000000
 1500.0    0.000000  -0.000000
 1501.0    0.000000  -0.000000
 1502.0   -0.000000   0.000000
 1503.0   -0.000000   0.000000
 1504.0   -0.000000   0.000000
 1505.0   -0.000000   0.000000
 1506.0   -0.000000   0.000000
 1507.0    0.000000  -0.000000
 1508.0    0.000000  -0.000000
 1509.0    0.000000  -0.000000
 1510.0    0.000000  -0.000000
 1511.0    0.000000  -0.000000
 1512.0    0.000000  -0.000000
 1513.0    0.000000  -0.000000
 1514.0    0.000000  -0.000000
 1515.0    0.000000  -0.000000
 1516.0    0.000000  -0.000000
 1517.0    0.000000  -0.000000
 1518.0    0.000000  -0.000000
 1519.0    0.000000  -0.000000
 1520.0    0.000000  -0.000000
 1521.0    0.000000  -0.000000
 1522.0    0.000000  -0.000000
 1523.0    0.000000  -0.000000
 1524.0    0.000000  -0.000000
 1525.0    0.000000  -0.000000
 1526.0    0.000000  -0.000000
 1527.0   -0.000000   0.000000
 1528.0   -0.000000   0.000000
 1529.0   -0.000000   0.000000
 1530.0   -0.000000   0.000000
 1531.0   -0.000000   0.000000
 1532.0   -0.000000   0.000000
 1533.0   -0.000000   0.000000
 1534.0   -0.000000   0.000000
 1535.0   -0.000000   0.000000
 1536.0   -0.000000   0.000000
 1537.0   -0.000000   0.000000
 1538.0   -0.000000   0.000000
 1539.0   -0.000000   0.000000
 1540.0   -0.000000   0.000000
 1541.0   -0.000000   0.000000
 1542.0   -0.000000  -0.000000
 1543.0    0.000000  -0.000000
 1544.0    0.000000  -0.000000
 1545.0    0.000000  -0.000000
 1546.0   -0.000000  -0.000000
 1547.0   -0.000000   0.000000
 1548.0   -0.000000   0.000000
 1549.0   -0.000000   0.000000
 1550.0   -0.000000   0.000000
 1551.0   -0.000000   0.000000
 1552.0   -0.000000   0.000000
 1553.0   -0.000000   0.000000
 1554.0   -0.000000   0.000000
 1555.0   -0.000000   0.000000
 1556.0   -0.000000   0.000000
 1557.0   -0.000000   0.000000
 1558.0   -0.000000   0.000000
 1559.0   -0.000000   0.000000
 1560.0   -0.000000   0.000000
 1561.0   -0.000000   0.000000
 1562.0   -0.000000   0.000000
 1563.0   -0.000000   0.000000
 1564.0   -0.000000   0.000000
 1565.0   -0.000000   0.000000
 1566.0   -0.000000   0.000000
 1567.0   -0.000000   0.000000
 1568.0   -0.000000   0.000000
 1569.0   -0.000000   0.000000
 1570.0   -0.000000   0.000000
 1571.0   -0.000000   0.000000
 1572.0   -0.000000   0.000000
 1573.0   -0.000000   0.000000
 1574.0   -0.000000   0.000000
 1575.0   -0.000000   0.000000
 1576.0   -0.000000  -0.000000
 1577.0    0.000000  -0.000000
 1578.0    0.000000  -0.000000
 1579.0    0.000000  -0.000000
 1580.0    0.000001  -0.000001
 1581.0    0.000000  -0.000001
 1582.0    0.000000  -0.000000
 1583.0    0.000000  -0.000000
 1584.0    0.000000  -0.000000
 1585.0    0.000000  -0.000000
 1586.0    0.000000  -0.000000
 1587.0    0.000000  -0.000000
 1588.0    0.000000  -0.000000
 1589.0    0.000000  -0.000000
 1590.0    0.000000  -0.000000
 1591.0   -0.000000  -0.000000
 1592.0   -0.000000  -0.000000
 1593.0   -0.000000  -0.000000
 1594.0   -0.000000  -0.000000
 1595.0   -0.000000  -0.000000
 1596.0   -0.000000  -0.000000
 1597.0   -0.000000  -0.000000
