   W         E4+(eta_p)
 (MeV)      Re         Im
 1486.0   -0.000000   0.000000
 1487.0   -0.000000   0.000000
 1488.0   -0.000000   0.000000
 1489.0    0.000000  -0.000000
 1490.0    0.000000  -0.000000
 1491.0    0.000000  -0.000000
 1492.0    0.000000  -0.000000
 1493.0    0.000000  -0.000000
 1494.0    0.000000  -0.000000
 1495.0    0.000000  -0.000000
 1496.0   -0.000000   0.000000
 1497.0   -0.000000   0.000000
 1498.0   -0.000000   0.000001
 1499.0   -0.000001   0.000001
 1500.0   -0.000001   0.000001
 1501.0   -0.000001   0.000001
 1502.0   -0.000000   0.000001
 1503.0    0.000000   0.000000
 1504.0    0.000001  -0.000000
 1505.0    0.000001  -0.000000
 1506.0    0.000001  -0.000000
 1507.0    0.000001  -0.000000
 1508.0    0.000001  -0.000000
 1509.0    0.000001  -0.000000
 1510.0    0.000001  -0.000000
 1511.0    0.000001  -0.000000
 1512.0    0.000001  -0.000000
 1513.0    0.000001  -0.000000
 1514.0    0.000001   0.000000
 1515.0    0.000001   0.000000
 1516.0    0.000001   0.000000
 1517.0    0.000001   0.000000
 1518.0    0.000002   0.000000
 1519.0    0.000002   0.000000
 1520.0    0.000002   0.000000
 1521.0    0.000002   0.000000
 1522.0    0.000002   0.000000
 1523.0    0.000002   0.000000
 1524.0    0.000002   0.000000
 1525.0    0.000002   0.000000
 1526.0    0.000002   0.000000
 1527.0    0.000002   0.000001
 1528.0    0.000002   0.000001
 1529.0    0.000003   0.000001
 1530.0    0.000003   0.000001
 1531.0    0.000003   0.000001
 1532.0    0.000003   0.000001
 1533.0    0.000003   0.000001
 1534.0    0.000003   0.000001
 1535.0    0.000003   0.000001
 1536.0    0.000004   0.000001
 1537.0    0.000004   0.000001
 1538.0    0.000004   0.000001
 1539.0    0.000004   0.000001
 1540.0    0.000004   0.000001
 1541.0    0.000004   0.000001
 1542.0    0.000005   0.000002
 1543.0    0.000005   0.000002
 1544.0    0.000005   0.000002
 1545.0    0.000005   0.000002
 1546.0    0.000005   0.000002
 1547.0    0.000005   0.000002
 1548.0    0.000005   0.000002
 1549.0    0.000006   0.000003
 1550.0    0.000006   0.000003
 1551.0    0.000006   0.000003
 1552.0    0.000006   0.000003
 1553.0    0.000006   0.000003
 1554.0    0.000007   0.000003
 1555.0    0.000007   0.000003
 1556.0    0.000007   0.000004
 1557.0    0.000007   0.000004
 1558.0    0.000008   0.000004
 1559.0    0.000008   0.000004
 1560.0    0.000008   0.000004
 1561.0    0.000008   0.000004
 1562.0    0.000009   0.000004
 1563.0    0.000009   0.000005
 1564.0    0.000009   0.000005
 1565.0    0.000009   0.000005
 1566.0    0.000010   0.000005
 1567.0    0.000010   0.000005
 1568.0    0.000010   0.000006
 1569.0    0.000010   0.000006
 1570.0    0.000011   0.000006
 1571.0    0.000011   0.000006
 1572.0    0.000011   0.000006
 1573.0    0.000012   0.000007
 1574.0    0.000012   0.000007
 1575.0    0.000012   0.000007
 1576.0    0.000012   0.000008
 1577.0    0.000012   0.000008
 1578.0    0.000012   0.000009
 1579.0    0.000013   0.000009
 1580.0    0.000013   0.000010
 1581.0    0.000013   0.000010
 1582.0    0.000014   0.000010
 1583.0    0.000014   0.000010
 1584.0    0.000014   0.000010
 1585.0    0.000015   0.000010
 1586.0    0.000015   0.000011
 1587.0    0.000016   0.000011
 1588.0    0.000016   0.000011
 1589.0    0.000016   0.000012
 1590.0    0.000017   0.000012
 1591.0    0.000017   0.000012
 1592.0    0.000017   0.000013
 1593.0    0.000018   0.000013
 1594.0    0.000018   0.000013
 1595.0    0.000018   0.000014
 1596.0    0.000019   0.000014
 1597.0    0.000019   0.000015
 1598.0    0.000019   0.000015
 1599.0    0.000020   0.000015
 1600.0    0.000020   0.000016
 1601.0    0.000020   0.000016
 1602.0    0.000021   0.000017
 1603.0    0.000021   0.000017
